Designator,Mid X,Mid Y,Rotation,Layer
BT1,150.0,-89.0,0.0,bottom
BT2,150.0,-89.0,0.0,top
BT3,150.0,-110.5,0.0,bottom
BT4,150.0,-110.5,0.0,top
D1,169.5,-132.125,90.0,top
F1,149.5,-124.25,0.0,top
J1,140.5,-124.69,0.0,top
J2,163.0,-125.55,0.0,top
R1,169.5,-128.3875,270.0,top
