Designator,Mid X,Mid Y,Rotation,Layer
C1,98.044,-92.71,180.0,top
J1,91.44,-100.345,0.0,top
J2,109.22,-100.315,180.0,top
R1,98.044,-107.442,180.0,top
U1,100.33,-100.0,270.0,top
