Designator,Mid X,Mid Y,Rotation,Layer
BT1,172.0,-106.375,180.0,top
BT2,172.0,-93.6,0.0,top
BT3,150.0,-73.9,0.0,top
BT4,127.999999,-93.599999,0.0,top
BT5,128.0,-113.625,0.0,top
D1,169.9,-132.1,90.0,top
F1,131.8,-124.6,180.0,top
J2,152.5,-124.19,0.0,top
J3,163.0,-125.55,0.0,top
R1,171.9,-132.2,270.0,top
